label,mean,median,variance,standardDeviation,minValue,maxValue
0,137.878,146.953,2228.72,47.2094,39.5145,212.963
0,166.53,180.802,3059.61,55.3137,34.852,251.963
0,131.533,139.437,1640.67,40.5052,49.1084,208.067
0,19.3644,19.2014,74.4331,8.62746,1.96109,34.343
0,18.2878,17.9168,57.2832,7.56856,2.66125,32.0874
0,17.472,17.5505,59.79,7.7324,2.40694,34.6528
0,21.608,22.8957,81.7422,9.04114,2.29322,36.7392
0,18.8335,19.6072,66.5838,8.15989,2.58757,35.5226
0,19.322,20.4708,58.9185,7.67584,3.04911,32.2099
0,82.4419,85.6551,732.091,27.0572,17.2732,119.663
0,83.6927,93.2964,1015.86,31.8726,11.9386,127.868
0,83.8903,90.3994,940.975,30.6753,11.6223,124.506
0,79.4107,86.789,887.798,29.7959,8.04694,120.65
0,73.9518,83.4985,933.286,30.5497,7.66488,113.774
0,81.2159,85.6665,801.402,28.309,6.2112,119.751
0,77.6597,85.0557,1020.7,31.9485,10.1281,118.843
0,80.8845,88.9522,914.295,30.2373,4.11263,120.14
0,82.671,86.2285,874.89,29.5785,8.09676,123.693
0,104.311,111.325,1147.08,33.8685,17.2725,146.297
0,96.2361,106.765,1123.44,33.5178,11.5376,141.538
0,112.181,115.473,1034.33,32.161,46.6328,161.842
0,51.9257,50.9634,542.967,23.3016,8.69092,94.3658
0,42.7967,44.1297,445.798,21.1139,7.81585,82.0368
0,54.5226,57.4027,772.045,27.7857,4.36965,95.9481
0,51.4345,51.7055,623.635,24.9727,5.31298,88.8573
0,39.1379,37.196,416.686,20.4129,4.59029,70.8411
0,39.1868,42.5576,406.984,20.1738,3.62647,71.8748
0,218.206,226.052,70.3439,8.38713,209.543,230.165
0,187.232,200.582,179.274,13.3893,172.527,201.093
0,205.373,219.945,464.391,21.5497,172.141,229.145
0,86.8455,94.876,607.086,24.6391,57.3309,130.894
0,98.7988,125.128,1556.83,39.4567,35.5987,143.707
0,82.5746,90.3843,375.243,19.3712,39.0939,104.444
0,112.096,116.687,1266.8,35.5922,29.6626,165.923
0,107.57,120.583,1168.66,34.1857,32.6805,155.754
0,125.52,136.034,1498.62,38.712,27.8925,170.171
0,88.9154,90.8015,1450.56,38.0862,10.0523,143.439
0,86.8453,97.9803,1522.35,39.0173,3.9145,139.286
0,76.4271,76.4895,997.303,31.5801,11.4322,126.361
0,102.467,113.181,776.203,27.8604,25.5517,133.504
0,98.646,104.673,436.067,20.8822,45.7357,128.181
0,99.3202,102.854,806.522,28.3993,38.3575,135.457
0,81.3455,91.7533,721.508,26.8609,23.4998,114.751
0,75.668,78.3634,354.507,18.8284,32.0368,103.423
0,76.7101,80.6561,485.318,22.0299,20.8978,107.921
0,88.3377,101.166,1143.95,33.8223,7.11347,130.528
0,98.158,108.931,982.301,31.3417,5.80285,138.178
0,89.6598,90.9329,884.195,29.7354,24.1795,133.404
0,63.4521,67.2812,676.179,26.0034,8.90365,102.933
0,70.5476,74.239,758.886,27.5479,15.0206,118.238
0,75.5867,86.6559,1308.98,36.1798,12.5473,123.615
0,57.0188,56.3065,601.532,24.5261,9.81335,96.9036
0,55.1218,57.8657,641.753,25.3328,8.16073,97.5848
0,51.8139,52.012,639.353,25.2854,7.64995,95.7051
0,19.1188,19.4567,61.5103,7.84285,2.15579,33.5514
0,19.1972,19.0871,60.8044,7.79771,2.53333,33.3218
0,20.7818,21.3987,96.9869,9.84819,1.78545,37.1708
0,19.5512,19.2916,82.0458,9.05792,1.7575,34.6546
0,18.6592,18.0486,62.2787,7.89169,2.62545,34.5715
0,16.7156,16.0624,48.1292,6.93752,3.78812,30.5472
0,18.9624,19.048,74.5584,8.63472,1.73235,34.5827
0,21.2838,20.6366,94.5737,9.7249,3.39689,39.4364
0,15.6723,16.1247,42.3567,6.5082,1.04342,26.9723
0,123.188,128.295,817.85,28.5981,35.319,157.197
0,113.086,117.298,971.769,31.1732,15.2995,152.901
0,128.805,137.963,869.988,29.4956,37.3158,165.446
0,87.6463,97.6922,1319.75,36.3284,1.41405,134.188
0,90.0901,98.541,1266.7,35.5907,10.2828,139.619
0,94.864,106.18,1317.61,36.2989,5.35645,137.962
0,63.6551,67.2237,807.247,28.4121,7.07626,107.313
0,55.4496,58.6588,624.825,24.9965,9.31125,94.4961
0,64.8984,69.9974,744.324,27.2823,5.59024,105.22
0,82.4693,85.0771,1040.14,32.2511,23.4618,126.166
0,81.1414,85.0533,1062.59,32.5974,8.31874,132.264
0,82.3953,89.7636,1225.26,35.0037,15.2578,129.74
0,57.7145,58.1036,511.838,22.6238,3.50755,93.6071
0,68.3572,73.8476,877.905,29.6295,4.81318,114.259
0,60.5136,57.865,587.461,24.2376,11.2547,104.988
0,28.1159,27.5342,175.359,13.2423,5.44224,54.9608
0,34.3088,34.6045,242.154,15.5613,5.01682,59.7392
0,32.516,33.645,255.841,15.995,4.02147,60.4008
0,25.785,24.7292,168.459,12.9792,3.18088,49.8802
0,38.5851,42.7976,374.446,19.3506,8.05377,75.401
0,38.3914,34.4225,417.255,20.4268,4.87612,77.6517
0,24.2618,24.2768,148.52,12.1869,2.32298,44.5761
0,24.3725,22.8788,122.903,11.0861,4.71673,45.568
0,19.5643,19.5334,82.3007,9.07197,2.78582,36.2006
0,62.0954,63.6625,644.484,25.3867,8.44156,99.4548
0,77.0434,81.6593,869.379,29.4852,5.13521,120.354
0,57.8378,54.8067,875.363,29.5865,5.97575,111.646
0,64.632,68.5504,974.601,31.2186,6.64315,107.679
0,55.6333,57.6692,630.877,25.1173,8.697,99.1209
0,61.0368,70.9401,792.51,28.1515,3.35167,101.533
0,26.8212,28.7585,114.743,10.7118,2.22949,45.2855
0,28.9302,27.2624,222.26,14.9084,1.80511,56.6543
0,35.7913,36.7958,217.14,14.7357,6.44346,61.5591
0,27.4178,28.3849,173.247,13.1623,1.49485,50.6011
0,25.0803,22.8035,165.099,12.8491,1.27716,50.2436
0,24.6144,23.8295,116.487,10.7929,4.45956,46.0213
0,84.128,89.1687,1951.11,44.1714,2.25304,150.897
0,75.415,79.0333,1094.79,33.0876,5.47228,126.998
