label,mean,median,variance,standardDeviation,minValue,maxValue
0,283.223,256.705,15824.2,125.794,39.5145,528.731
0,345.048,351.106,22864.8,151.211,34.852,706.776
0,327.847,298.463,30924.9,175.855,49.1084,742.043
0,103.314,85.0107,6179.3,78.6085,1.96109,263.774
0,90.6207,73.8694,4670.64,68.3421,2.66125,240.539
0,91.0073,76.0486,4673.73,68.3647,2.40694,246.359
0,96.7875,75.5452,5259.89,72.5251,2.29322,254.968
0,100.354,85.9051,5791.72,76.1034,2.58757,270.354
0,90.428,70.2679,4847.84,69.6264,3.04911,247.54
0,170.707,167.592,5537.52,74.4145,17.2732,317.659
0,182.795,181.479,6843.22,82.7237,11.9386,354.054
0,171.053,166.755,5576.48,74.6758,11.6223,327.036
0,169.074,164.161,5729.92,75.6962,8.04694,320.556
0,159.554,157.056,5090.79,71.3497,7.66488,296.579
0,166.791,157.884,5446.82,73.8026,6.2112,315.721
0,165.794,166.555,5158.94,71.8258,10.1281,300.947
0,162.689,160.469,4553.42,67.479,4.11263,283.7
0,167.259,163.668,5136.39,71.6686,8.09676,317.782
0,203.338,205.212,6777.99,82.3285,17.2725,355.953
0,209.293,203.951,9437.84,97.1485,11.5376,397.405
0,207.923,217.202,5737.19,75.7443,46.6328,341.137
0,142.31,139.112,5985.89,77.3685,8.69092,291.639
0,126.661,123.658,4767.7,69.0486,7.81585,258.295
0,141.986,138.157,5260.42,72.5288,4.36965,285.702
0,130.021,130.855,4234.43,65.0725,5.31298,257.894
0,114.687,112.727,3961.07,62.9371,4.59029,248.131
0,120.059,118.323,4614.13,67.9274,3.62647,263.989
0,411.278,399.66,43043.1,207.468,209.543,772.032
0,334.042,404.807,14153,118.966,172.527,552.619
0,403.477,453.749,34672.9,186.207,172.141,770.595
0,175.871,175.107,4956.91,70.4053,57.3309,289.564
0,242.761,235.236,15729.4,125.417,35.5987,476.767
0,161.27,175.686,4899.25,69.9947,39.0939,334.584
0,233.013,249.127,8437.19,91.8542,29.6626,377.978
0,212.472,218.719,7344.05,85.6974,32.6805,378.262
0,244.919,260.01,8758.33,93.5859,27.8925,391.308
0,193.198,192.575,7391.9,85.9762,10.0523,359.746
0,189.519,181.046,7199.85,84.8519,3.9145,341.462
0,187.328,190.355,8270.3,90.9412,11.4322,352.997
0,177.807,172.781,4203.11,64.8314,25.5517,325.036
0,180.985,173.014,5123.83,71.5809,45.7357,336.872
0,185.869,183.545,5310.2,72.8711,38.3575,333.959
0,160.361,157.813,4711.04,68.6371,23.4998,315.403
0,162.669,168.06,5252.55,72.4745,32.0368,305.818
0,162.135,162.123,5173.46,71.9268,20.8978,305.873
0,177.196,177.471,5427.97,73.6748,7.11347,325.284
0,184.735,182.17,5413.07,73.5735,5.80285,328.163
0,179.744,177.075,5636.22,75.0748,24.1795,317.359
0,151.748,153.484,5312.13,72.8844,8.90365,301.24
0,161.077,162.298,5504.43,74.1918,15.0206,306.019
0,160.912,162.73,4850.58,69.6461,12.5473,293.787
0,173.91,175.271,9466.54,97.2962,9.81335,369.051
0,165.965,161.164,8348.7,91.3712,8.16073,334.664
0,166.05,161.704,9211.65,95.9774,7.64995,353.669
0,95.1983,69.7914,5658.86,75.2254,2.15579,260.423
0,99.1117,78.0685,6121.39,78.2393,2.53333,270.369
0,107.006,87.7925,6292.16,79.3231,1.78545,274.319
0,101.788,80.4885,6463.76,80.3975,1.7575,279.366
0,102.264,83.9082,6255.94,79.0945,2.62545,273.492
0,89.9873,72.7128,5102.02,71.4284,3.78812,251.536
0,79.6793,64.9452,3486.72,59.0485,1.73235,217.004
0,86.9689,74.2983,3802.25,61.6624,3.39689,224.393
0,71.1267,52.0077,3129.96,55.946,1.04342,207.464
0,206.547,208.279,4845.47,69.6094,35.319,345.28
0,197.742,195.002,5114.28,71.5142,15.2995,339.827
0,208.114,202.101,4523.6,67.2577,37.3158,342.212
0,174.249,178.919,4903.58,70.0256,1.41405,299.006
0,183.816,186.861,5688.83,75.4243,10.2828,322.317
0,181.486,180.999,4964.83,70.4615,5.35645,306.463
0,151.2,147.514,5303.1,72.8224,7.07626,295.412
0,150.308,145.066,6183.69,78.6364,9.31125,301.452
0,155.764,156.191,5622.51,74.9834,5.59024,306.735
0,173.706,177.999,5217.86,72.2348,23.4618,294.011
0,178.623,182.273,5947.8,77.122,8.31874,303.991
0,172.818,179.719,5130.85,71.63,15.2578,299.603
0,144.208,138.578,5320.24,72.94,3.50755,286.659
0,160.418,155.92,5818.08,76.2764,4.81318,307.834
0,150.518,148.995,5155.49,71.8017,11.2547,286.909
0,119.452,110.787,5934.1,77.0331,5.44224,261.329
0,120.837,123.411,5115.56,71.5232,5.01682,263.237
0,120.933,110.937,5571.21,74.6405,4.02147,252.938
0,114.724,103.725,6366.28,79.789,3.18088,288.716
0,118.669,113.635,4768.77,69.0563,8.05377,267.787
0,156.711,152.488,9759.96,98.7925,4.87612,344.763
0,104.887,84.8391,5820.85,76.2945,2.32298,263.834
0,115.945,100.353,6556.01,80.9692,4.71673,273.058
0,100.971,78.7189,5985.15,77.3637,2.78582,256.736
0,165.137,159.147,7498.11,86.5916,8.44156,324.187
0,174.959,174.363,6467.54,80.421,5.13521,337.877
0,173.618,183.735,8157.01,90.3162,5.97575,327.461
0,162.773,164.061,6199.8,78.7388,6.64315,308.048
0,161.883,163.621,7430.54,86.2006,8.697,314.542
0,157.317,155.399,6502.06,80.6354,3.35167,313.086
0,99.8146,91.3249,4220.67,64.9667,2.22949,232.378
0,110.656,104.681,4737.14,68.8269,1.80511,245.937
0,109.118,107.354,3762.22,61.337,6.44346,239.596
0,105.402,95.1751,4890.99,69.9356,1.49485,251.401
0,110.492,102.174,5484.43,74.0569,1.27716,261.688
0,105.131,97.0106,5188.87,72.0338,4.45956,259.91
0,198.282,198.139,8697.23,93.2589,2.25304,383.283
0,169.645,172.785,5793.1,76.1124,5.47228,328.555
0,183.085,185.208,6555.88,80.9684,4.70704,346.871
0,175.693,181.055,6389.22,79.9326,2.13288,329.123
0,176.782,181.731,7175.62,84.709,5.7095,331.832
0,170.982,175.296,6648.04,81.5355,8.88868,324.274
0,165.696,167.999,5563.22,74.587,7.20724,310.2
0,147.004,148.346,7031.4,83.8535,2.62376,305.671
0,151.777,154.776,6419.04,80.1189,5.43971,307.637
0,131.876,131.392,3393.1,58.2503,5.64946,265.426
0,139.948,131.626,3591.46,59.9288,19.3635,271.987
0,132.274,125.482,2642.57,51.4059,26.3841,241.074
0,144.389,141.82,5394.5,73.4473,6.10599,282.645
0,146.098,140.069,5032.96,70.9434,5.17892,282.482
0,143.305,135.124,4553.64,67.4806,6.89929,273.301
0,105.878,109.74,4443.08,66.6564,1.56732,235.901
0,115.508,120.681,4747.41,68.9015,3.95077,240.976
0,121.949,119.994,5375.9,73.3205,2.04677,256.34
0,131.869,136.928,5499.1,74.1559,3.70633,296.258
0,125.46,130.688,5887.89,76.7326,4.93841,277.139
0,124.62,134.703,6164.89,78.5168,3.5314,269.873
0,92.7755,90.8511,3658.47,60.4853,6.15439,218.029
0,69.303,45.5748,3420.53,58.4853,0.802506,206.917
0,88.5585,80.4002,4006.64,63.298,4.04596,227.284
0,81.2696,75.8524,2449.76,49.495,4.61581,191.858
0,84.7411,80.3345,3119.16,55.8495,1.21192,196.594
0,72.9223,71.7013,2067.62,45.4711,3.24339,167.063
1,111.41,107.552,4753.79,68.9478,4.0787,246.41
1,112.05,112.311,4628.7,68.0345,1.10563,249.901
1,121.122,119.015,5150.03,71.7637,1.20416,250.232
1,135.912,142.764,5687.94,75.4184,2.17432,277.899
1,134.895,138.056,4916.43,70.1172,2.98679,266.615
1,133.02,139.035,4376.82,66.1575,2.07406,249.383
1,148.618,151.84,4208.19,64.8706,13.6211,274.746
1,141.948,143.867,4668.79,68.3285,9.34365,261.588
1,152.725,155.974,4321.14,65.7354,9.15627,267.407
1,81.0938,68.9992,3173.6,56.3347,2.42829,199.706
1,78.7529,70.2973,2964.28,54.4452,2.20003,187.041
1,76.0858,65.0731,2901.96,53.8699,4.07449,190.239
1,93.7537,84.7863,3561.8,59.6809,2.38164,213.206
1,95.3735,92.53,3601.51,60.0126,2.23893,205.273
1,93.1205,88.4858,3431.27,58.5771,3.70341,204.774
1,115.239,109.772,4032.6,63.5028,6.78508,247.607
1,119.958,116.766,3865.69,62.1747,5.84376,247.633
1,111.822,110.569,3331.1,57.7157,5.13813,227.352
1,93.046,88.6949,3254.68,57.0498,2.73763,205.007
1,96.2476,95.0377,3506.68,59.2172,3.10402,218.489
1,92.156,87.061,3107.93,55.7488,1.8977,203.873
1,73.4906,66.8867,2455.48,49.5528,2.12052,181.081
1,78.4305,72.2316,2566.93,50.6648,1.9128,184.73
1,77.6588,74.0414,2308.98,48.0519,1.00417,175.916
1,137.975,142.66,5181.64,71.9836,3.8753,270.845
1,134.452,137.051,5074.54,71.2358,9.65516,274.937
1,137.958,142.037,5352.27,73.1592,3.14164,282.169
1,153.416,152.997,5333.07,73.0279,7.96418,293.654
1,160.353,163.797,5189.07,72.0352,11.4558,287.628
1,151.927,152.466,4768.47,69.0541,9.14884,282.988
1,100.312,96.4882,3716.36,60.962,4.4411,214.63
1,125.684,124.229,4367.86,66.0898,8.52336,248.049
1,113.599,114.069,4441.22,66.6425,4.62016,243.919
1,125.42,122.429,5873.9,76.6414,5.06246,280.387
1,133.321,130.066,6541.51,80.8796,3.56496,291.632
1,135.394,134.357,6058.53,77.8365,1.67103,280.116
1,169.797,171.931,4439.61,66.6304,8.99236,314.429
1,179.786,178.087,5052.85,71.0834,15.7044,322.706
1,182.549,178.522,6232.58,78.9467,6.84575,338.282
1,78.7734,64.7226,3372.97,58.0773,1.99234,199.751
1,81.6268,66.2433,3763.42,61.3467,1.86245,211.848
1,69.9825,59.134,2452.04,49.5181,3.12141,179.796
1,79.2784,71.5661,2857.17,53.4525,2.18094,187.091
1,72.5729,58.8866,2637.36,51.3552,1.98098,182.046
1,75.6755,65.042,2670.32,51.6751,1.39144,180.766
1,94.2381,89.9888,3025.66,55.006,3.20623,200.924
1,86.4175,85.0538,2941.07,54.2316,1.27955,198.243
1,91.6228,92.0794,2605.87,51.0477,3.55626,185.56
1,71.0703,63.3285,2300.96,47.9684,2.74514,174.313
1,70.7427,63.1264,2126.14,46.1101,1.46831,178.747
1,77.1104,71.6367,2286.54,47.8178,3.32706,177.69
1,68.9975,64.4772,2233.47,47.2596,0.431079,166.51
1,74.0313,67.3166,2329.09,48.2606,1.66301,180.351
1,83.2379,81.911,2968.29,54.482,1.96517,189.848
1,150.919,151.601,5045.77,71.0336,2.46449,278.753
1,157.346,159.029,4504.03,67.112,4.67983,276.164
1,154.365,153.414,5254.87,72.4905,2.19329,292.611
1,114.056,113.643,3761.38,61.3301,4.70086,236.067
1,107.985,105.421,3298.01,57.4283,1.60699,217.066
1,105.585,107.281,3017.33,54.9303,1.85361,212.06
1,101.67,98.8126,3199.31,56.5624,1.66643,215.284
1,101.397,101.192,3154.11,56.1615,2.98708,214.105
1,103.994,101.038,3880.7,62.2952,2.15652,231.906
1,93.2444,89.9237,3134.67,55.9881,3.4306,207.451
1,100.186,90.0843,4048.58,63.6285,2.10568,229.724
1,94.0485,90.543,3228.7,56.8217,2.1657,209.832
1,90.9193,85.3427,3187.48,56.4578,2.67468,209.839
1,88.706,81.1935,3288.41,57.3446,1.41075,212.144
1,77.67,73.6342,2407.01,49.0613,2.4154,188.933
1,178.049,175.971,4904.53,70.0323,9.29495,315.73
1,181.424,182.761,5409.3,73.5479,9.79584,311.784
1,187.482,189.318,5395.86,73.4565,11.3939,317.53
1,126.67,126.404,3876.26,62.2596,3.06472,248.401
1,126.777,124.512,3672.26,60.5991,5.7403,250.014
1,125.603,125.863,3814.95,61.7653,0.771054,242.241
1,115.808,117.709,3584.9,59.874,6.81552,228.287
1,115.515,110.326,3463.49,58.8514,3.89905,227.427
1,111.147,114.633,2978.83,54.5786,5.46821,213.236
1,136.492,140.777,3796.93,61.6192,2.23685,250.82
1,127.905,129.097,3313.08,57.5594,4.04149,233.321
1,133.706,137.308,3033.13,55.0739,3.96367,231.784
1,132.742,139.747,3255.04,57.053,6.90943,226.272
1,128.753,128.623,3408.66,58.3837,7.653,238.724
1,128.992,132.299,3887.28,62.3481,1.0401,237.42
