label,mean,median,variance,standardDeviation,minValue,maxValue
0,173.218,140.704,14064.5,118.594,35.8424,545.543
0,163.632,142.617,9472.17,97.3251,32.9753,465.415
0,157.697,124.014,12187.4,110.397,43.0848,504.148
0,38.2395,31.2442,807.951,28.4245,1.09483,123.91
0,37.5194,31.8363,763.185,27.6258,1.72374,116.099
0,40.3344,30.5974,1154.82,33.9826,1.76749,154.701
0,95.9531,88.0414,3825.29,61.8489,0.787412,237.813
0,102.726,90.0995,5120.66,71.5588,1.82638,268.228
0,103.784,88.3954,5107.26,71.4651,0.735582,276.888
0,82.5176,77.8639,3184.21,56.4288,1.71368,199.299
0,79.7317,76.1745,3100.59,55.6829,3.04228,199.01
0,78.6187,74.4405,3005.72,54.8244,2.58048,203.377
0,55.2929,34.2587,2291.36,47.8682,1.9158,171.894
0,50.0538,26.6314,2209.42,47.0044,2.28068,168.79
0,58.3011,35.2445,2662.78,51.6022,3.04677,188.011
0,27.7134,21.5017,417.634,20.4361,1.19873,86.2759
0,27.6374,20.7066,447.565,21.1557,1.26937,89.4995
0,26.8157,19.4094,469.936,21.678,1.93195,93.5667
0,69.2544,60.5967,2826.17,53.1618,0.802782,192.151
0,70.9341,61.6036,2965.01,54.4519,0.906956,202.944
0,69.6243,62.0351,2605.48,51.0439,0.615768,189.621
0,52.5979,40.2465,1868.6,43.2273,0.287533,157.835
0,52.3011,42.1463,1853.26,43.0495,0.616328,159.674
0,53.0639,41.244,1958.32,44.2529,0.658114,168.177
0,42.0172,25.4228,1525.29,39.055,0.742154,145.644
0,43.997,29.6133,1516.16,38.9379,0.560297,146.095
0,41.4686,25.9487,1409.04,37.5372,0.807299,141.355
0,46.7925,38.0698,1444.67,38.0088,0.373457,134.661
0,48.1041,39.3148,1570.26,39.6264,0.482113,142.634
0,47.6628,40.38,1430.14,37.8172,1.12621,131.634
0,47.3513,36.1799,1571.29,39.6395,1.00103,144.896
0,46.7292,32.9378,1672.47,40.8958,0.560483,147.001
0,49.4587,39.9795,1638.9,40.4833,0.602475,148.549
0,34.0087,21.2385,972.281,31.1814,0.459616,126.515
0,34.5659,22.0127,1030.8,32.106,0.582111,128.136
0,33.5198,21.9644,922.815,30.3779,1.20467,121.276
0,44.2654,23.0834,2102.52,45.8532,1.06611,176.898
0,47.825,27.1195,2341.86,48.3928,1.09159,189.758
0,49.1933,25.6962,2483.52,49.8349,1.02251,188.849
0,34.3383,19.5731,1194,34.5543,1.04524,146.004
0,37.1091,19.4895,1575.55,39.6933,1.20179,168.387
0,35.4513,19.4904,1310.94,36.2069,1.59887,151.657
0,28.1503,18.3916,648.591,25.4675,1.39112,109.211
0,28.6918,17.6175,748.67,27.3618,0.504287,120.516
0,28.3993,18.0247,722.956,26.8878,1.5979,119.742
0,99.4341,89.7868,4536.5,67.3536,3.27832,258.228
0,98.4006,85.7634,4442.26,66.6503,5.94355,248.032
0,99.3729,90.042,4372.83,66.1274,6.48222,246.197
0,104.606,95.1518,4606.85,67.8738,1.24959,250.612
0,106.588,97.0633,4976.37,70.5434,1.08375,257.839
0,103.094,93.8808,4517.5,67.2123,1.3031,249.649
0,71.3327,59.1975,3392.63,58.2463,0.491449,207.247
0,75.3969,63.898,3545.98,59.5481,0.957089,213.743
0,67.546,60.2157,3021.09,54.9645,0.310362,189.918
0,101.526,88.6101,5472.12,73.9738,1.19409,260.986
0,100.291,88.2338,5424.89,73.6538,0.674305,259.685
0,99.005,89.9692,5098.61,71.4046,0.697002,253.15
0,88.6204,81.3981,3989.74,63.1644,0.899649,237.8
0,90.6446,83.3309,3997.82,63.2283,1.04565,229.152
0,84.4371,78.5932,3803.4,61.6717,1.13511,231.392
0,68.2887,57.8337,2691.44,51.8791,0.508811,191.549
0,66.6111,51.8274,2785.81,52.7808,1.22641,193.292
0,65.9323,54.69,2591.16,50.9035,0.692041,186.685
0,73.2624,59.6473,3752.48,61.2575,0.930587,228.035
0,74.7159,60.8245,3710.71,60.9156,0.200288,224.089
0,71.4325,56.1021,3488.1,59.0602,0.806691,214.948
0,61.7581,51.1749,2470.25,49.7016,1.18247,189.065
0,63.3935,54.4072,2510.4,50.1039,0.585255,194.807
0,62.4229,55.573,2313.46,48.0985,0.659036,189.129
0,67.2595,56.852,2685.93,51.8259,1.03517,199.883
0,70.204,58.9939,3052.59,55.2502,0.662451,208.514
0,70.86,60.4845,2875.74,53.6259,1.10743,209.501
0,49.0767,32.8767,1851.22,43.0258,0.97406,160.305
0,53.7693,36.2144,2169.66,46.5796,2.64111,175.024
0,46.4535,29.2078,1754.28,41.8842,2.0988,156.94
0,43.7532,27.6849,1588.51,39.8561,1.01951,151.149
0,41.6204,27.5088,1318.83,36.3157,1.13457,145.059
0,41.943,25.8169,1569.9,39.622,1.07734,150.58
0,66.6137,57.8774,2643.25,51.4125,0.891047,188.794
0,66.2356,56.0873,2644.03,51.4201,1.17332,186.852
0,65.7345,54.7709,2453.79,49.5357,0.951195,181.094
0,62.05,51.9995,2169.13,46.5739,1.2826,177.903
0,65.0441,51.5139,2562.1,50.6172,0.885889,192.731
0,64.1016,52.6125,2597.31,50.9639,1.31583,193.463
0,51.9313,41.1989,1673.53,40.9088,0.822263,154.931
0,51.803,42.136,1664.16,40.7941,0.832939,155.903
0,51.4791,42.2485,1556.23,39.4491,0.983271,148.605
0,46.5991,32.0319,1775.67,42.1387,0.44162,171.203
0,50.1611,35.0066,1965.17,44.3302,0.567386,171.366
0,47.7384,33.1761,1822.28,42.6882,0.819593,166.099
0,108.212,97.845,4992.86,70.6602,1.74327,279.669
0,108.714,97.731,4771.88,69.0788,1.93906,256.607
0,109.083,103.126,4484.28,66.9647,1.91568,251.361
0,70.8892,60.5711,2974.81,54.5418,2.59127,204.319
0,64.8702,55.9553,2297.3,47.9301,2.15281,188.406
0,66.5593,56.6649,2334.68,48.3185,1.90309,185.616
0,53.1971,41.1073,1651.41,40.6376,1.48074,151.638
0,53.0952,41.2506,1735.07,41.6542,1.92776,160.292
0,52.8729,43.0275,1628.73,40.3575,1.71093,154.5
0,78.5913,59.8087,3965.63,62.9733,2.25308,233.316
0,78.6677,65.0809,3677.86,60.6454,1.67871,225.655
0,75.3303,58.3646,3505.78,59.2097,2.05047,225.575
0,45.196,32.2359,1371.07,37.028,0.950172,144.485
0,45.9953,32.6543,1497.46,38.697,1.34493,150.54
0,43.7021,29.5569,1437.16,37.9098,1.4532,145.812
0,40.861,26.9822,1324.92,36.3994,0.873024,143.033
0,39.9678,26.5889,1237.83,35.1828,1.29402,141.563
0,41.3919,27.1978,1372.99,37.0538,0.576765,148.503
0,70.5419,56.0999,3145.29,56.0829,1.1587,216.113
0,67.9494,53.6992,3058.3,55.3019,1.43563,213.843
0,66.7412,51.8361,2924.99,54.0832,0.740227,212.748
0,72.6042,57.0971,3593.35,59.9445,1.53178,225.462
0,70.9641,57.4229,3132.94,55.9727,0.95766,216.031
0,69.0629,57.6288,2876.93,53.637,1.13026,206.919
0,61.6354,46.9367,2409.29,49.0845,1.42002,189.137
0,60.7099,47.1351,2320.5,48.1716,1.35611,182.982
0,58.9473,46.3404,2223.13,47.1501,1.88118,180.705
0,106.8,74.7368,8809.98,93.8615,3.93973,374.076
0,103.782,65.0307,9704.38,98.5108,2.90066,373.77
0,114.75,76.2736,11412.2,106.828,2.61665,412.362
0,47.7594,31.4675,1658.04,40.719,2.36176,157.657
0,45.6015,30.8631,1443.05,37.9875,1.65122,148.482
0,44.9335,31.335,1417.16,37.6452,2.02198,150.194
0,42.7563,26.1361,1545.59,39.314,1.54816,160.895
0,42.1748,27.1531,1373.01,37.0541,2.28629,153.181
0,42.7385,26.7561,1471.15,38.3556,1.99744,156.082
1,29.6873,17.4766,952.852,30.8683,0.48982,120.157
1,31.9465,18.879,1058.93,32.5412,0.393344,124.612
1,29.8682,18.2515,877.444,29.6217,0.348071,114.133
1,43.8771,22.8251,2049.09,45.2669,0.565199,160.367
1,42.8643,22.6494,1875.39,43.3058,0.413815,148.567
1,45.9902,26.3178,2055.87,45.3417,0.402332,159.675
1,65.9581,61.6421,2674.8,51.7185,0.428032,179.276
1,66.0881,61.7446,2759.63,52.5322,0.544773,175.247
1,69.6092,64.1959,2897.31,53.8267,0.555564,188.874
1,30.8213,20.4293,703.254,26.5189,1.51403,107.993
1,31.4654,21.1634,713.94,26.7197,2.28915,109.309
1,31.1242,20.788,708.447,26.6167,0.835111,109.145
1,24.8016,16.8678,494.011,22.2264,0.504717,88.5447
1,24.5426,17.2686,477.704,21.8564,0.514039,88.1337
1,24.5436,17.7032,455.902,21.3519,0.338759,86.4423
1,38.6728,24.5974,1268.06,35.6099,0.414651,126.827
1,37.5933,24.6172,1210.21,34.788,0.616494,126.612
1,39.9382,26.2415,1330.66,36.4782,0.442038,132.449
1,47.262,31.6745,1853.04,43.0469,0.234746,154.217
1,45.3042,29.2992,1819.47,42.6552,0.534479,153.679
1,46.0714,28.9728,1856.25,43.0842,0.595772,151.997
1,52.9225,38.1584,2208.18,46.9913,0.446146,159.752
1,50.0047,36.2102,2017.61,44.9178,0.44758,152.137
1,52.1977,35.9628,2245.84,47.3903,0.316373,162.219
1,30.997,21.2573,683.919,26.1518,0.913902,102.933
1,32.2122,21.3929,774.357,27.8273,1.39079,108.42
1,31.9111,22.5971,655.246,25.5978,1.32029,98.4689
1,25.9812,18.195,534.916,23.1283,0.410907,93.2832
1,23.2055,16.096,428.423,20.6984,0.407037,87.2562
1,23.4848,16.2259,440.937,20.9985,0.367024,85.1362
1,36.3651,28.6954,884.062,29.7332,0.281834,104.578
