label,mean,median,variance,standardDeviation,minValue,maxValue
0,86.3699,84.6348,799.894,28.2824,35.8424,139.209
0,86.3397,85.284,665.979,25.8066,32.9753,137.91
0,80.0585,79.2619,400.917,20.0229,43.0848,122.299
0,16.3677,16.8666,68.501,8.27653,1.09483,31.2292
0,15.1071,12.774,63.0928,7.9431,1.72374,31.7045
0,15.0919,13.3671,70.8887,8.41954,1.76749,30.1408
0,44.2265,41.7564,547.383,23.3962,0.787412,87.3588
0,42.7156,38.4603,562.337,23.7136,1.82638,90.0748
0,44.86,43.2193,569.973,23.8741,0.735582,88.3535
0,33.7631,30.8469,432.265,20.791,1.71368,77.5397
0,32.9351,27.5198,448.625,21.1808,3.04228,76.0374
0,32.1986,26.5311,422.035,20.5435,2.58048,74.2188
0,17.1238,15.541,68.9103,8.30122,1.9158,34.0643
0,13.9637,13.2514,34.6426,5.88579,2.28068,26.0913
0,18.2773,17.5062,61.1558,7.82022,3.04677,34.9966
0,12.1785,11.9303,26.2489,5.12337,1.19873,21.4771
0,11.7651,11.782,20.7062,4.5504,1.26937,20.6071
0,11.0542,10.7756,18.3435,4.28293,1.93195,19.3819
0,24.6408,20.5407,318.664,17.8512,0.802782,60.5716
0,25.322,21.3923,303.571,17.4233,0.906956,61.5759
0,26.3519,22.3767,352.063,18.7633,0.615768,61.9257
0,16.4498,14.0639,126.351,11.2406,0.287533,40.1719
0,16.4406,13.6983,133.026,11.5337,0.616328,42.0022
0,17.0859,14.7234,127.058,11.272,0.658114,41.0238
0,11.6777,10.5372,44.7564,6.69002,0.742154,25.4081
0,13.0759,11.4415,59.8642,7.73719,0.560297,29.5654
0,12.0163,10.7597,44.2158,6.6495,0.807299,25.885
0,14.502,11.761,110.864,10.5292,0.373457,37.9932
0,14.6075,11.4869,109.506,10.4645,0.482113,39.2915
0,15.251,12.2407,114.022,10.6781,1.12621,40.2659
0,14.2953,11.9256,89.035,9.43584,1.00103,36.0689
0,12.9839,11.412,71.6458,8.46438,0.560483,32.5487
0,16.0325,13.2983,114.601,10.7052,0.602475,39.9469
0,11.0283,10.685,27.5663,5.25036,0.459616,21.2088
0,11.2708,10.72,29.9524,5.47288,0.582111,21.9712
0,10.9001,10.2894,28.5361,5.34192,1.20467,21.953
0,10.9825,10.0867,32.7741,5.72487,1.06611,23.0314
0,12.5462,12.0552,45.9124,6.77587,1.09159,27.0826
0,12.0958,11.208,41.2229,6.4205,1.02251,25.54
0,10.2334,9.94232,21.7001,4.65834,1.04524,19.5633
0,10.3599,10.1399,21.5494,4.64213,1.20179,19.4887
0,10.4439,9.95286,22.4603,4.73923,1.59887,19.4861
0,10.3368,10.3149,18.6374,4.31711,1.39112,18.3803
0,9.84107,9.84785,17.1409,4.14016,0.504287,17.6077
0,10.0368,9.81063,17.1001,4.13523,1.5979,17.9714
0,43.2885,41.5783,537.476,23.1835,3.27832,89.3308
0,43.2586,40.2397,523.316,22.8761,5.94355,85.5785
0,44.3258,41.0104,602.08,24.5373,6.48222,89.6119
0,47.502,47.9931,774.621,27.832,1.24959,94.5763
0,47.1128,46.6242,797.896,28.2471,1.08375,96.7502
0,47.6568,47.4311,818.662,28.6123,1.3031,93.6039
0,22.7837,17.9283,294.594,17.1637,0.491449,58.6963
0,25.3212,21.3733,359.815,18.9688,0.957089,63.648
0,20.1888,14.6878,276.776,16.6366,0.310362,59.7892
0,39.971,38.3071,821.948,28.6696,1.19409,88.295
0,38.6304,35.5069,732.449,27.0638,0.674305,88.1436
0,39.0531,35.5748,782.917,27.9807,0.697002,89.8268
0,35.9927,32.4235,609.632,24.6907,0.899649,81.2724
0,37.2044,34.2701,611.634,24.7312,1.04565,83.2232
0,32.4635,25.5987,575.114,23.9815,1.13511,78.4607
0,24.5853,21.5764,255.586,15.9871,0.508811,57.5953
0,22.6678,20.8519,184.992,13.6012,1.22641,51.8274
0,23.3378,21.0948,213.468,14.6106,0.692041,54.5806
0,21.9324,17.0899,272.52,16.5082,0.930587,59.4633
0,24.162,20.4042,298.124,17.2663,0.200288,60.4513
0,22.6791,20.0161,240.392,15.5046,0.806691,55.9431
0,20.5599,17.2085,203.118,14.252,1.18247,51.1325
0,22.2574,18.7643,232.031,15.2326,0.585255,54.258
0,22.5435,18.1211,263.569,16.2348,0.659036,55.513
0,24.6238,21.9821,267.363,16.3512,1.03517,56.7596
0,24.6948,21.6365,279.387,16.7149,0.662451,58.9435
0,27.1595,24.6771,310.091,17.6094,1.10743,60.444
0,15.0082,13.8738,65.3659,8.08492,0.97406,32.7624
0,17.5676,16.3367,82.9493,9.10765,2.64111,36.1051
0,15.0758,14.0794,52.3609,7.23608,2.0988,29.1268
0,13.664,13.1709,45.8254,6.76944,1.01951,27.671
0,13.8244,13.2612,43.2837,6.57904,1.13457,27.4198
0,12.6638,11.8778,37.6083,6.13256,1.07734,25.7809
0,22.8279,20.0752,228.402,15.113,0.891047,57.7027
0,22.334,18.9453,217.66,14.7533,1.17332,55.7835
0,23.6992,21.5463,220.682,14.8554,0.951195,54.53
0,23.849,21.3293,221.967,14.8986,1.2826,51.9114
0,23.5916,22.2864,215.503,14.68,0.885889,51.3497
0,22.399,18.4033,216.005,14.6971,1.31583,52.5642
0,18.1294,16.7306,128.064,11.3165,0.822263,41.1955
0,18.5229,16.8522,135.504,11.6406,0.832939,42.0564
0,18.3458,16.0367,133.242,11.5431,0.983271,42.1759
0,14.3588,13.2798,69.2512,8.32173,0.44162,32.0091
0,15.4115,13.8921,87.7996,9.37015,0.567386,34.8571
0,14.5096,13.4031,72.9322,8.54003,0.819593,33.0208
0,50.6713,50.3665,750.571,27.3966,1.74327,96.9379
0,49.9882,50.1518,679.401,26.0653,1.93906,96.801
0,52.6907,52.6881,867.488,29.4531,1.91568,102.802
0,25.7389,23.0719,257.961,16.0612,2.59127,60.5711
0,25.6777,23.6638,214.522,14.6466,2.15281,55.8506
0,26.7064,25.1998,205.171,14.3238,1.90309,56.3951
0,19.2363,17.7891,105.362,10.2646,1.48074,40.888
0,19.2176,18.5405,102.183,10.1086,1.92776,41.0717
0,19.6436,18.1808,113.022,10.6312,1.71093,42.9943
0,27.3578,25.2274,245.986,15.6839,2.25308,59.6949
0,28.5883,25.0946,282.073,16.795,1.67871,64.7381
0,27.1523,25.0048,211.514,14.5435,2.05047,58.1869
0,15.9215,15.2025,64.5281,8.03294,0.950172,31.9871
0,16.0437,15.2772,74.0566,8.60562,1.34493,32.6282
0,14.3613,13.7981,52.1327,7.2203,1.4532,29.5448
0,13.358,12.7654,42.1228,6.49021,0.873024,26.9372
0,13.3959,12.6115,44.1215,6.6424,1.29402,26.5427
0,13.4073,12.7221,43.3137,6.58132,0.576765,27.1711
0,25.1997,22.7693,230.462,15.181,1.1587,56.0421
0,23.7249,20.7776,213.539,14.613,1.43563,53.5716
0,23.2537,21.0509,199.348,14.1191,0.740227,51.1849
0,24.1726,21.6149,246.482,15.6998,1.53178,56.987
0,25.0867,22.2036,237.02,15.3955,0.95766,57.3532
0,24.9412,22.0918,258.009,16.0627,1.13026,57.5475
0,21.3633,18.8094,150.094,12.2513,1.42002,46.8776
0,20.862,18.2707,141.864,11.9106,1.35611,46.9381
0,20.1595,17.9095,143.922,11.9967,1.88118,46.3141
0,35.2484,32.7632,398.581,19.9645,3.93973,74.037
0,28.9729,25.8212,290.173,17.0345,2.90066,64.6898
0,33.2411,29.6764,387.78,19.6921,2.61665,76.0706
0,16.2909,15.4438,53.6132,7.32211,2.36176,31.3385
0,15.9158,15.1853,54.3854,7.37464,1.65122,30.7755
0,15.6219,14.6773,55.4751,7.44816,2.02198,31.3038
0,14.4137,14.0511,37.2687,6.10481,1.54816,26.0934
0,14.8184,14.4876,39.1619,6.25794,2.28629,27.1077
0,14.4966,14.0008,38.2042,6.18096,1.99744,26.7378
